file_path,model_name,loss_mode,weighted,model_filename,epoch,lr,patience,train_loss,val_loss,train_acc,val_acc,train_micro,val_micro,train_macro,val_macro,train_weighted,val_weighted,train_f1_C0,train_f1_C1,train_f1_C2,train_f1_C3,train_f1_C4,val_f1_C0,val_f1_C1,val_f1_C2,val_f1_C3,val_f1_C4,train_time,val_time,train_memory,val_memory,train_CE,val_CE,train_dice,val_dice
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,0,0.014174741629268049,0,1.4420803771777586,1.5885792204311915,tensor(0.9051),tensor(0.9489),0.7627959271563224,0.8722075053623745,0.21790631115436554,0.29112470149993896,0.8362939953804016,0.9000154137611389,0.8717811107635498,0.008997196331620216,0.006947321351617575,1.4400846339412965e-05,0.20179155468940735,0.9339947700500488,0.024174274876713753,0.046668168157339096,0.00526824314147234,0.44551795721054077,12.242948055267334,4.02415657043457,1502.00 MB,863.35 MB,1.4420803771777586,1.5885792204311915,0.8476792878725312,0.8105917743274144
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,1,0.014174741629268049,0,1.310730787163431,1.9499027611953872,tensor(0.9283),tensor(0.9552),0.8207798937557064,0.8881125981275357,0.25748515129089355,0.23123252391815186,0.8788166642189026,0.8928170800209045,0.9090673923492432,0.008002596907317638,0.021902935579419136,0.0,0.34845274686813354,0.9479534029960632,0.0004152889596298337,0.18559911847114563,0.0031577544286847115,0.01903708279132843,12.436600685119629,4.3855881690979,1502.19 MB,874.64 MB,1.310730787163431,1.9499027611953872,0.8341493667526678,0.8154980817011425
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,2,0.014174741629268049,1,1.191505760631778,1.255452074110508,tensor(0.9372),tensor(0.9575),0.843103221815562,0.8937769994130476,0.26569485664367676,0.23782196640968323,0.8907871842384338,0.9031816720962524,0.9226608276367188,0.014834540896117687,0.027370059862732887,0.03469131886959076,0.3289174437522888,0.9599565863609314,0.0988248661160469,0.1303282529115677,0.0,0.0,12.444676637649536,4.092629671096802,1502.19 MB,874.64 MB,1.191505760631778,1.255452074110508,0.8309140577912331,0.8177439229828971
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,3,0.014174741629268049,0,1.1520003153180534,1.3559888345854623,tensor(0.9283),tensor(0.9622),0.8206413219830222,0.905562734982813,0.2544803023338318,0.3227783143520355,0.8822631239891052,0.9242740869522095,0.9137262105941772,0.012474430724978447,0.017651589587330818,2.6683728719945066e-05,0.32852259278297424,0.9587618708610535,0.046998411417007446,0.15834949910640717,5.52262608835008e-05,0.4497266411781311,12.697638273239136,4.063172101974487,1502.44 MB,874.64 MB,1.1520003153180534,1.3559888345854623,0.8306395093148405,0.7958718516996929
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,4,0.014174741629268049,1,1.0963274308226325,1.270257939185415,tensor(0.9474),tensor(0.9112),0.8684533671832737,0.7779202347564458,0.28500643372535706,0.2732188403606415,0.9090826511383057,0.837287425994873,0.9356235861778259,0.017843158915638924,0.01895534247159958,0.00022556108888238668,0.45238450169563293,0.8741224408149719,0.005514404270797968,0.18132103979587555,0.00604291632771492,0.29909342527389526,12.397420644760132,4.078501462936401,1502.44 MB,874.64 MB,1.0963274308226325,1.270257939185415,0.8249169039455327,0.8541002230984824
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,5,0.014174741629268049,2,1.1269940669563683,2.47699445273195,tensor(0.9440),tensor(0.9700),0.8599960088734183,0.9248991591452407,0.28551727533340454,0.240820050239563,0.9053172469139099,0.9125121831893921,0.9315205812454224,0.01753195747733116,0.02275724709033966,0.0009182687499560416,0.4548581540584564,0.9686838388442993,0.005288006272166967,0.2101258933544159,0.0,0.0200024601072073,12.433421850204468,4.380239248275757,1502.44 MB,874.64 MB,1.1269940669563683,2.47699445273195,0.8245172561569647,0.7949135388646807
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,6,0.005537986416881797,0,1.0424283234910532,1.212427162698337,tensor(0.9458),tensor(0.9202),0.864404514317128,0.8004822866928724,0.2698954939842224,0.29257625341415405,0.9091830253601074,0.8544939160346985,0.9402824640274048,0.019724009558558464,0.025605466216802597,0.0,0.36386558413505554,0.8888551592826843,0.005594639107584953,0.18824069201946259,0.01409956719726324,0.36609122157096863,12.089404106140137,4.024648904800415,1513.29 MB,885.74 MB,1.0424283234910532,1.212427162698337,0.8242285509001125,0.8326814217226846
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,7,0.005537986416881797,0,1.0363472364842892,1.412929665563362,tensor(0.9451),tensor(0.9692),0.8626450880195993,0.9230345684107859,0.3011454641819,0.3455184996128082,0.9082924127578735,0.9326623678207397,0.9326153993606567,0.01498585008084774,0.02590048871934414,0.03818703815340996,0.4940386116504669,0.965489387512207,0.09621585160493851,0.18100933730602264,0.0,0.48487797379493713,12.47328495979309,4.1090545654296875,1502.19 MB,874.64 MB,1.0363472364842892,1.412929665563362,0.8213311846960675,0.7817896008491516
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,8,0.005537986416881797,1,1.0142410434782505,1.2054056099482946,tensor(0.9447),tensor(0.9672),0.8618577102684428,0.9180611938707356,0.3079984188079834,0.34566187858581543,0.9098674654960632,0.9322353005409241,0.9324716925621033,0.01945805363357067,0.027038270607590675,0.032048147171735764,0.5289760231971741,0.9635235071182251,0.044915925711393356,0.1836376190185547,0.01935741864144802,0.5168749690055847,12.499401330947876,4.0958898067474365,1502.19 MB,874.64 MB,1.0142410434782505,1.2054056099482946,0.8216522457924756,0.7939573228359222
/home/jonathan/UrbanizedAreasSegmentation/experimental_results/HRNetW18-512-type-CEW.csv,HRNetW18-512-type-CEW,CE,True,/home/jonathan/UrbanizedAreasSegmentation/models/HRNetW18-512-type-CEW.pth,9,0.005537986416881797,0,1.0127164511518045,1.1372733297092574,tensor(0.9476),tensor(0.9596),0.8690540575087794,0.8991113152730824,0.3217567205429077,0.3347286581993103,0.911676287651062,0.922292947769165,0.9348897933959961,0.01552542857825756,0.028785355389118195,0.11146772652864456,0.5181152820587158,0.9575084447860718,0.08999176323413849,0.1836325228214264,0.01581878587603569,0.4266916513442993,12.42962646484375,4.411725997924805,1502.44 MB,874.64 MB,1.0127164511518045,1.1372733297092574,0.8182265142148192,0.7944739886692592
